Buenas noches, hermana. Que el Señor te bendiga. Mi pregunta, hermana, es sobre el libro de Jonás,;Good evening, sister. May the Lord bless you. My question, sister, is about the book of Jonah,
particularmente sobre la ira de Jonás. Inicialmente, Jonás fue dado una orden por Dios,;particularly about Jonah's anger. Initially, Jonah was given an order by God,
y trató de huir. Yo digo que lo intenté, porque no podía esconderse de Él.;and he tried to flee. I say tried, because he couldn't hide from Him.
En todas partes, Dios estaba allí. Eso es cuando Dios puso ese pez grande,;Everywhere he went, God was there. That is when God placed that big fish,
y oró, y le dio esa orden una vez más en el capítulo 3, verso 9;and he prayed, and he gives that order to him once again in chapter 3, verse 9
y 10, y parte del capítulo 4. Dice, ¿quién puede decir si Dios se volverá;and 10, and part of chapter 4. It says, who can tell if God will turn
y resentimiento y apartarse de su ira feroz para que no perezcamos?;and relent and turn away from his fierce anger so that we may not perish?
Eso fue parte del orden que Dios había dado a Jonás.;That was part of the order that God had given Jonah.
Entonces Dios vio sus obras, que se apartaron de su mal camino,;Then God saw their works, that they turned from their evil way,
y Dios se alejó del desastre que había dicho que traería sobre ellos,;and God relented from the disaster that he had said he would bring upon them,
y no lo hizo. Pero disgustó mucho a Jonás,;and he did not do it. But it displeased Jonah exceedingly,
y se enojó. Así que oró al Señor;and he became angry. So he prayed to the Lord
y dijo: Señor, ¿no fue esto lo que dije cuando aún estaba en mi país?;and said, Ah, Lord, was not this what I said when I was still in my country?
Por lo tanto, huí antes a Tarsis, porque yo sabía que eres un gentil;Therefore I fled previously to Tarshish, for I knew that you are a gracious
dios misericordioso, lento a la ira y abundante en la bondad amorosa, que se resiste a hacer daño.;and merciful God, slow to anger and abundant in loving kindness, one who relents from doing harm.
Entonces en la última parte vuelve, y hay otra ira,;Then in the last part he goes back, and there's another anger,
y Dios en el versículo 10 entonces Dios dice a Jonás en el versículo 9,;and God in verse 10 then God says to Jonah in verse 9,
¿es correcto que te enojes por la planta?;is it right for you to be angry about the plant?
Y él dijo, es correcto que me enoje incluso hasta la muerte.;And he said, it is right for me to be angry even to death.
Pero el Señor dijo: Has tenido compasión en la planta por la cual no has trabajado ni la has hecho crecer,;But the Lord said, you have had pity on the plant for which you have not labored nor made it grow,
que subió en una noche y pereció en una noche,;which came up in a night and perished in a night,
y no debe compadecer a Nínive, esa gran ciudad en la que hay más de 120 000 personas que no pueden discernir entre su mano derecha;and should not pity Nineveh, that great city in which are more than 120 000 persons who cannot discern between their right hand
