Hermana, tengo una pregunta. En 1 Corintios 13:4, el amor sufre mucho tiempo;Sister, I have a question. In 1 Corinthians 13:4, love suffers long
y es amable. El amor no envidia. El amor no se desfila.;and is kind. Love does not envy. Love does not parade itself.
El amor no se hincha. ¿Se trata de miembros de la familia?;Love is not puffed up. Is it about family members?
¿O tiene que ver con el matrimonio mismo o con el mismo sufrimiento por las bendiciones espirituales?;Or does it have to do with marriage itself or with the same suffering for spiritual blessings?
Me gustaría que nos expandieras por el sufrimiento.;I'd like you to expand for us on the suffering.
El sufrimiento no es sólo algo que experimentamos en el matrimonio. Podemos encontrar sufrimiento de muchas maneras diferentes.;Suffering isn't just something we experience in marriage. We can encounter suffering in many different ways.
Aquí en lugar de simplemente hablar de sufrimiento, dice que he sufrido amor.;Here instead of simply talking about suffering, it says I have suffered love.
Esto significa que estoy ejerciendo paciencia. Incluso cuando estoy perseguido, calumniado, insultado o cuando otros tratan de lastimarme,;This means I am exercising patience. Even when I am persecuted, slandered, insulted or when others try to harm me,
Seguiré siendo paciente. Rezaré a Dios confiando en él para ayudarme a levantarme para consolarme;I will remain patient. I will pray to God trusting him to help me to lift me up to comfort me
y para eliminar la persecución que estoy enfrentando. Así que tengo paciencia que soportar.;and to remove the persecution I am facing. So I have patience I endure.
Esta capacidad de ser paciente para soportar y tolerar una situación es lo que llamamos sufrimiento.;This ability to be patient to endure and to tolerate a situation is what we call suffering.
Cuando dice que el amor es paciente significa que la persona presenta muestra paciencia;When it says that love is patient it means the person submits shows patience
y ejerce tolerancia duradera y resistiendo los desafíos o dificultades que vienen a su manera.;and exercises tolerance enduring and withstanding the challenges or difficulties that come their way.
tolerando, perdurando y resistiendo. ¿Qué están haciendo? Están sufriendo pero están esperando a Dios.;by tolerating, enduring and withstanding. What are they doing? They are suffering but they are waiting on God.
Aquí el amor está conectado para evitar el pecado. Eso es lo que el amor significa.;Here love is connected to avoiding sin. That's what love means.
Una persona que tiene amor es alguien que no está pecando.;A person who has love is someone who is not sinning.
Bueno, también dice que el amor es paciente, que como mencioné antes significa tener paciencia, esperar, someter, tolerar, soportar,;Well, it also says that love is patient, which as I mentioned before means having patience, waiting, submitting, tolerating, enduring,
comprender a los demás, mostrar compasión y mostrar misericordia. Eso es lo que significa ser paciente.;understanding others, showing compassion, and showing mercy. That is what it means to be patient.
Y dice que el amor es amable. La amabilidad viene de hacer el bien.;And it says that love is kind. Kindness comes from doing good.
Una persona que tiene amor hace bien. Son misericordiosos, honestos,;A person who has love does good. They are merciful, honest,
y confiable. No mienten, engañan, insultan, ni dañan a otros por envidia, rencor o odio.;and trustworthy. They don't lie, deceive, insult, or harm others out of envy, grudges, or hatred.
No toman lo que le pertenece a alguien más. Ser amable significa ofrecer una mano de ayuda.;They don't take what belongs to someone else. Being kind means offering a helping hand.
dar asistencia, apoyar a otros y ser generosos en la vida cotidiana.;giving assistance, supporting others, and being generous in everyday life.
Eso es lo que la bondad realmente significa. El amor no envidia.;That is what kindness truly means. Love does not envy.
Una persona que tiene amor no está celosa de nadie.;A person who has love is not jealous of anyone.
Al contrario, se alegran genuinamente cuando prosperan otros, cuando otros son felices;On the contrary, they genuinely rejoice when others prosper, when others are happy
y exitoso. Celebran los logros de otros. Les trae alegría ver a alguien haciendo bien, disfrutando de la abundancia,;and successful. They celebrate the achievements of others. It brings them joy to see someone doing well, enjoying abundance,
experimentar progresos. Es como si estuvieran compartiendo esa felicidad.;experiencing progress. It's as if they are sharing in that happiness themselves.
Eso es lo que significa no envidiar. Y eso es amor.;That is what it means to not envy. And that is love.
Además, el amor no se jacta. Eso es arrogancia. Hay gente arrogante.;Also, love is not boastful. That's arrogance. There are arrogant people.
Hay personas que están llenas de orgullo, que están llenas de arrogancia, de soberbia.;There are people who are full of pride, who are full of arrogance, of haughtiness.
Humillan a otras personas. Les gritan. Los tratan mal.;They humiliate other people. They yell at them. They treat them badly.
Entonces, una persona que tiene amor no hace eso.;So, a person who has love does not do that.
Entonces, ¿qué significa tener amor? Significa no pecar.;So, what does it mean to have love? It means not sinning.
El que tiene amor no peca. Esto no es sólo para un matrimonio o una vida familiar.;The one who has love does not sin. This is not just for a marriage or family life.
Esta es una forma de vivir que debemos llevar a cada parte de nuestras vidas en casa, en el trabajo,;This is a way of living that we should carry into every part of our lives at home, at work,
en la escuela, en los negocios, en nuestras comunidades, en la calle, con todos los que conocemos. Nuestro comportamiento debe ser consistente.;in school, in business, in our communities, out on the street, with everyone we meet. Our behavior should be consistent.
Si tengo amor, entonces actúo así con toda la gente, quienquiera que sean.;If I have love, then I act this way with all people, whoever they may be.
No hago daño a nadie, engaña a nadie, miente a nadie, o envidio a nadie.;I do not harm anyone, deceive anyone, lie to anyone, or envy anyone.
Porque tengo amor, no estoy pecando en ninguna parte, con nadie.;Because I have love, I am not sinning anywhere, with anyone.
No con familia, no con amigos, no con parientes, no con el mundo.;Not with family, not with friends, not with relatives, not with the world.
Eso es lo que significa tener amor.;That is what it means to have love.
