Hermana, tengo dos versículos aquí en el Libro de Mateo, capítulo 12.;Sister, I have two two verses here in the Book of Matthew, chapter 12.
Mateo capítulo 12, capítulo 12, versos 43 a 45. Mateo capítulo 12 del versículo 43 a 45, Hermana.;Matthew chapter 12, chapter 12, verses 43 to 45. Matthew chapter 12 from verse 43 to 45, Sister.
Bueno, me gustaría que me explicaras, si pudieras ir un poco más en detalle,;Well, I would like for you to explain, if you could go a little bit more in detail,
cuando un Espíritu impuro sale de un hombre, pasa por lugares secos buscando descanso y no encuentra ninguno,;when an unclean Spirit goes out of a man, he goes through Dry places seeking rest and finds none,
y en el versículo 44 lee, entonces dice que volveré a mi casa de donde vine,;and in verse 44 it reads, then he says I will return to my house from which I came,
y cuando viene, lo encuentra vacío, barrido y puesto en orden.;and when he comes he finds it empty, swept and put in order.
Entonces él va y toma con él otros siete Espíritus más malvados que él mismo,;Then he goes and takes with him seven other Spirits more wicked than himself,
y entran y habitan allí, y el último estado de ese hombre es peor que el primero.;and they enter and dwell there, and the last state of that man is worse than the first.
Así será también con esta generación perversa. Muy bien.;So shall it also be with this wicked generation. All right.
Bueno, la generación perversa cuando dice aquí así también nosotros estamos leyendo la última parte donde dice así también la generación,;Well, the wicked generation when it says here so shall he also we're reading that last part where it says so shall it also generation,
lo leíste bien. Bueno, ¿qué significa eso? ¿A qué generación se refería el Señor?;you read that right. Well, what does that mean? What Wicked generation was the Lord referring to?
Eran los judíos. El Señor se refería a los judíos, porque predicaba el evangelio a los judíos.;It was the Jews. The Lord was referring to the Jews, because he was preaching the gospel to the Jews.
Ahora no vamos a decir el pueblo común, pero fueron los fariseos, los principados, los saduceos, los sacerdotes,;Now we're not going to say the common people, but it was the Pharisees, the principalities, the Sadducees, the priests,
los principados entre el pueblo de Israel no creían en Cristo. Ellos no creían en el Señor,;the principalities among the people of Israel did not believe in Christ. They did not believe in the Lord,
y ellos estaban calumniando e insultando al Señor todo el tiempo.;and they were slandering and insulting the Lord all the time.
Es por eso que el Señor usó esta metáfora, y él les dijo a ustedes, ustedes son una generación perversa,;This is why the Lord used this metaphor, and he said to them to you, you are a wicked generation,
porque estoy predicando la verdad de Dios. Estoy predicando el evangelio;because I am preaching the truth of God. I'm preaching the gospel
y no crees. Me estás engañando, me desprecias, me rechazas, me llamas demonio;and you don't believe. You are belittling me, you scorn me, you reject me, you call me a demon
y un mentiroso. Todo esto es lo que el Señor debe haberles dicho estas cosas;and a liar. All of this is what the Lord must have said these things to them
y dijo que eres una generación malvada. Dios te escogió como su pueblo elegido.;and said you are a wicked generation. God chose you as his chosen people.
Te llamó el pueblo de Israel, y para qué, para perder su tiempo,;He called you the people of Israel, and for what, to waste his time,
porque ahora eres una generación perversa es lo que el Señor dice. Así que el Señor utiliza esta metáfora del hombre,;because now you are a wicked generation is what the Lord says. So the Lord uses this man metaphor,
y él dice que esta cosa exacta te sucederá como cuando un Espíritu impuro sale de un hombre o una mujer.;and he says this exact thing will happen to you just as when an unclean Spirit goes out of a man or a woman.
Y dice que este Espíritu inmundo sufre, porque son atormentados, están tratando de buscar descanso;And it says that this unclean Spirit suffers, because they are tormented, they're trying to seek rest
y como no encuentran ninguno, entonces vuelve a donde salió,;and since they find none, then he returns to where he came out from,
de esa persona que salió y ve que esta persona sigue en pecado;from that person he came out from and sees that this person carries on in sin
y maldad, porque en lugar de estar con Dios está vacía;and wickedness, because rather than being with God it is empty
y está adornada con el pecado. Así que el demonio dice que encuentra otros siete demonios.;and it is adorned with sin. So the demon says he finds another seven demons.
Dice que vamos a morar con este hombre. Luego entran;He says let's go dwell with this man. They then enter
y poseer a ese hombre y morar en él hasta que lo hagan esquizofrénico, hasta que lo hagan loco,;and possess that man and dwell in him until they make him schizophrenic, until they make him crazy,
lo hacen demente, y el estado de este hombre es peor que el primero.;they make him demented, and the state of this man is then worse than the first.
Eso es lo que el Señor está diciendo iba a suceder a la mala generación de los judíos de los fariseos que estaban rechazando al Señor.;That is what the Lord is saying was going to happen to the wicked generation of the Jews of the Pharisees who were rejecting the Lord.
Esta cosa exacta te sucederá. ¿Por qué? Porque el Señor dice a los fariseos,;This exact thing will happen to you. Why? Because the Lord tells the Pharisees,
le dice a los judíos que antes estabas sin Dios. Dios no había enviado profetas.;he tells the Jews you previously you were without God. God had not sent prophets.
Dios no se estaba manifestando a ti por más de 430 años.;God was not manifesting himself to you for over 430 years.
Dios te dejó solo y lo que estabas haciendo era que vivías con el diablo.;God left you alone and you what you were doing was you were living with the devil.
Eras esclavos del diablo, el diablo te había esclavizado.;You were slaves to the devil, the devil had you enslaved.
Y ahora que he venido y hablado contigo del Evangelio para que seas santificado purificado;And now that I have come and spoken to you of the Gospel so that you are Sanctified purified
y feliz para que tengas salvación ahora me rechazas porque me has rechazado lo que va a pasar ahora?;and happy so that you have salvation now you reject me because you've rejected me what is going to happen now?
Bueno, las peores cosas te pasarán, porque el Padre te castigará severamente.;Well, the worst things will happen to you, because the Father is going to severely punish you.
Te va a quitar de su presencia y te quedarás sin Dios;He's going to remove you from his presence and you will be left without God
y nada y un día serás condenado eternamente,;and nothing and one day you will be condemned eternally,
y eso es exactamente lo que te sucederá. Esta fue la metáfora que el Señor usó;and that is exactly what will happen to you. This was the metaphor that the Lord used
y presentado ante las personas que no creyeron, y las comparó con ese espíritu inmundo.;and presented before those people who were unbelieving, and he compared them to that unclean spirit.
Y con respecto al espíritu inmundo esto es algo cierto, es algo real que hoy el Señor libra a la gente de espíritus inmundos de Wicked.;And concerning the unclean spirit this is something true, it is something real that today the Lord delivers people from unclean Wicked spirits.
Pero el Señor quiere que esa persona busque a Dios,;But the Lord wants that that person to seek God,
porque si esta persona que es entregada no busca a Dios, entonces otros espíritus vienen y los poseen.;because if this person who is delivered does not seek God, well then other spirits come and possess them.
Pero el Señor Jesús, lo que estaba haciendo aquí, estaba formando una comparación entre cómo eran los judíos,;But the Lord Jesus, what he was doing here, was forming a comparison between how the Jews were,
a quien predicaba en aquel tiempo, les predicaba el evangelio,;who he was preaching to in that time, he was preaching the gospel to them,
