Hermana, tengo una pregunta en la Biblia. Sobre todo,;Sister, I have a question in the Bible. Most of all,
Quería saber la relación entre estos dos versículos.;I wanted to know the relationship between these two verses.
Si pudieras ayudarme a interpretarlos, porque es un poco difícil para mí,;If you could help me interpret them, because it's a bit difficult for me,
es en Primer Juan capítulo 5, versículos 7 y 8.;it is in First John chapter 5, verses 7 and 8.
Primero Juan 5, versos 7 y 8? Sí. ¿Puedo leer?;First John 5, verses 7 and 8? Yes. May I read?
Sí. Porque hay tres que dan testimonio en el cielo, el Padre, la Palabra,;Yes. For there are three that bear witness in heaven, the Father, the Word,
y el Espíritu Santo, y estos tres son uno, y hay tres que dan testimonio en la tierra, el espíritu,;and the Holy Spirit, and these three are one, and there are three that bear witness on earth, the spirit,
el agua, y la sangre, y estos tres están de acuerdo como uno.;the water, and the blood, and these three agree as one.
Hermana, por favor explícame esto. Gracias. Primer John.;Sister, if you could please explain this. Thank you. First John.
Muy bien. Así que lee, en el versículo seis, este es el que vino por agua;Very well. So it reads, in verse six, this is he who came by water
y sangre, Jesucristo, no sólo por agua. El agua es la palabra profética.;and blood, Jesus Christ, not only by water. Now, water is the prophetic word.
Jesucristo vino por agua y sangre. El agua es la palabra profética.;Jesus Christ came through water and blood. The water is the prophetic word.
¿Qué fue profetizado en la antigüedad? ¿Quién es el primero en profetizar?;What was prophesied in antiquity? Who is the first to prophesy?
Bueno, encontramos profecías de Moisés. Encontramos la promesa que el Señor hizo Abraham;Well, we find prophecies from Moses. We find the promise that the Lord made Abraham
y su semilla, su generación. Él dijo: Yo bendeciré a tus generaciones, tú serás el padre de muchas naciones;and his seed, his generation. He said, I will bless your generations, you will be the father of many nations
y sus generaciones por venir. Su semilla es Jesucristo.;and his generations to come. His seed is Jesus Christ.
Esa es la palabra profética. ¿Y qué podemos decir del resto de los otros profetas?;That's the prophetic word. And what can we say about the rest of the other prophets?
Isaías, por ejemplo, que habla tanto sobre Jesucristo.;Isaiah, for example, that speaks so much about Jesus Christ.
Eso es a través del agua, la palabra profética. Nuestro Señor Jesucristo vino,;That is through water, the prophetic word. Our Lord Jesus Christ came,
y también vino por sangre. ¿Qué significa por sangre?;and he also came by blood. Now, what does it mean by blood?
Que nació de una mujer. Nació de una mujer.;That he was born from a woman. He was born from a woman.
Se hizo hombre, un ser humano. Eso es lo que significa, que vino por agua;He made himself man, a human being. That is what it means, that he came by water
y sangre. Y en el versículo número siete, porque hay tres que dan testimonio en el cielo, el Padre, la Palabra,;and blood. And in verse number seven, for there are three that bear witness in heaven, the Father, the Word,
¿Quién es el mismo Hijo, y el Espíritu Santo, y estos tres son – son tres dioses o son uno?;who is the same Son, and the Holy Spirit, and these three are — are they three gods or are they one?
Versículo 8, y hay tres que dan testimonio en la tierra, el espíritu, el Espíritu Santo, el agua,;Verse eight, and there are three that bear witness on earth, the spirit, the Holy Spirit, the water,
que es la palabra profética, y la sangre, que también era el Señor en su presencia cuando vino.;which is the prophetic word, and the blood, who was also the Lord in his presence when he came.
El Señor vivió con sus apóstoles, y vivió durante 33 años.;The Lord lived with his apostles, and he lived for 33 years.
Así que ahí está, todo es igual. Los tres son los que dan testimonio en la tierra,;So there it is, it's all the same. The three are the ones who bear witness on earth,
el Espíritu Santo, porque el Espíritu Santo es quien dio testimonio de que Jesucristo era el Hijo de Dios.;the Holy Spirit, because the Holy Spirit is who beared witness that Jesus Christ was the Son of God.
El Espíritu Santo dijo a Juan el Bautista, cuando bautizaba al Señor, había una voz del cielo,;The Holy Spirit said to John the Baptist, when he was baptizing the Lord, there was a voice from heaven,
los cielos se abrieron, y había una voz que decía:,;the heavens opened, and there was a voice that said,
Este es mi Hijo amado en quien estoy bien satisfecho.;This is my beloved Son in whom I am well pleased.
Así que esta es la palabra del Espíritu Santo que habla de Jesucristo.;So this is the word of the Holy Spirit speaking of Jesus Christ.
Dice que hay tres que dan testimonio en la tierra, el espíritu;It says there are three that bear witness on earth, the spirit
y el agua, que es la palabra profética, porque Juan también profetizó, él también profetizó.;and the water, which is the prophetic word, because John also prophesied, he too prophesied.
Y más tarde, cuando la iglesia comenzó, los apóstoles, una vez que recibieron el Espíritu Santo, comenzaron a predicar y enseñar;And later, when the church began, the apostles, once they received the Holy Spirit, they began to preach and teach
y testificar acerca de Jesucristo, que era el Hijo de Dios, el Salvador del mundo, el intermediario,;and to testify concerning Jesus Christ, who was the Son of God, the Savior of the world, the intermediary,
el intercesor entre el hombre y Dios. Ahí está, donde dice que los tres dan testimonio en la tierra,;the intercessor between man and God. So there it is, where it says that the three bear witness on earth,
el espíritu, el agua y la sangre, que son los seres humanos.;the spirit, the water, and the blood, which are the human beings.
El Señor mismo fue visto, muchos vieron a nuestro Señor Jes.;The Lord himself was seen, many saw our Lord Jes.
Así es, los tres que dieron testimonio acerca de la verdad de Jesucristo como el Hijo de Dios,;So there it is, the three that beared witness concerning the truth of Jesus Christ as the Son of God,
como el Salvador, como Rey, como Dios. Por eso no podemos dudar de que es Dios,;as the Savior, as King, as God. This is why we cannot doubt that he is God,
y así es nuestro Dios. Aunque hay religiones;and so he is our God. Though there are religions
y países y lugares donde dicen que Cristo era sólo un hombre común, bueno,;and countries and places where they say that Christ was just an ordinary man, well,
para nosotros ese no es el caso, porque aquí el Espíritu Santo sigue aquí. Él vive, Dios vive,;for us that's not the case, because here the Holy Spirit is still here. He lives, God lives,
y Dios envió su Espíritu, y él está con nosotros,;and God sent his Spirit, and he is with us,
y nos está dando testimonio todo el tiempo que nuestro Señor, él es el Dios eterno.;and he is testifying to us all the time that our Lord, he is the eternal God.
Él es el Hijo, él es el Salvador del Rey,;He is the Son, he is the Savior of the King,
y que cuando oramos y pedimos las cosas espirituales;and that when we pray and we ask for the spiritual things
y pedimos dones espirituales, él está allí listo para darnos esa bendición espiritual.;and we ask for spiritual gifts, he is there ready to give us that spiritual blessing.
Y así Cristo es la verdad, él es la verdad, su evangelio es la verdad de Dios.;And so Christ is the truth, he is the truth, his gospel is the truth of God you.
