Hermana Marillisa, la gente del mundo tiene la mentalidad o la preconcepción de que la perfección no existe.;Sister Marillisa, people in the world have the mindset or the preconception that perfection doesn't exist.
Aquellos de nosotros en la iglesia saben que es posible alcanzar la perfección,;Those of us in the church know that it is possible to reach perfection,
y aún más, viendo cómo tienes buen testimonio.;and even more so, seeing how you have good testimony.
Gracias. Sí, bueno, gente, o en el pasado, teníamos un concepto de perfección que era diferente.;Thank you. Yes, well, people, or in the past, we had a concept of perfection that was different.
En el pasado, pensamos que la perfección era que una persona no caminaba sobre el suelo, caminaban sobre el aire,;In the past, we thought that perfection was that a person didn't walk on the ground, they walked on air,
que están caminando en el aire, no comen, no beben, no hacen nada, no se ríen,;that they're just walking on air, they don't eat, they don't drink, they don't do anything, they don't laugh,
no van de viaje, no se divierten porque todo era malo, todo era un pecado.;they don't go on a trip, they don't have fun because everything was bad, everything was a sin.
Así que era un cuerpo glorioso que era espiritual porque los espíritus, no comen;So it was a glorious body that was spiritual because the spirits, they don't eat
y no van en viajes, no van a restaurantes, los espíritus no hacen eso.;and they don't go on trips, they don't go to restaurants, the spirits don't do that.
Y es sólo esa persona física, un ser humano,;And so it's only that person who's physical, a human being,
y esa perfección era que era un cuerpo glorioso que ni siquiera pusiste tus pies en el suelo,;and that perfection was that it was a glorious body that you didn't even set your feet on the ground,
no comiste porque todo estaba mal, no tenías derecho a nada.;you didn't eat because everything was bad, you didn't have a right to anything.
Esa persona que era perfecta, bueno, que no existe, ni la Biblia ha enseñado que eso es lo que es la perfección.;That person who was perfect, well, that doesn't exist, nor has the Bible taught that that is what perfection is.
La perfección es, y por lo tanto, no cometer esos pecados que nuestro Señor Jesús mencionó a este joven,;Perfection is, and so, not committing those sins that our Lord Jesus mentioned to this young man,
y le dijo que honrara a tu madre y a tu padre, no cometas adulterio, no fornicaras, no mates,;and told him to honor your mother and father, do not commit adultery, do not fornicate, do not kill,
no robar, no escamar a otros. Y al abofetear a alguien allí viene soborno, viene fraude, viene engaño;do not steal, do not scam others. And in scamming someone there comes bribery, there comes fraud, there comes deceit
y robar el dinero de la gente, mentirles para tratar de conseguir su dinero;and stealing people's money, lying to them to try and get their money
y hacer todas estas cosas diferentes, y dañar a alguien con venganza, con resentimiento, con odio,;and doing all of these different things, and harming someone with revenge, with resentment, with hatred,
y así lastimar a esta persona, hacerle daño y tal vez enviar a alguien para tomar su vida;and so hurting this person, harming them and maybe sending someone to take their life
y lastimarlos, todas estas cosas, y sentir orgullo en tu corazón;and hurt them, all of these things, and feeling pride in your heart
y sentir esa vanidad y envidia, eso es lo que debes abandonar.;and feeling that vanity and envy, that is what you must abandon.
Cuando nos libramos de todo eso en nuestro corazón, porque todas esas cosas están en el corazón,;When we rid ourselves from all of that in our heart, because all of those things are in the heart,
están albergados allí, cuando todo eso sale del corazón se dice que esta persona es perfecta.;they are harbored there, when all of that comes out of the heart it is said that this person is perfect.
El apóstol Pablo dijo que era perfecto. Ahora no sé si has leído eso.;The Apostle Paul said he was perfect. Now I don't know if you have read that.
Te invito a leer las epístolas de Pablo porque hay mucha doctrina,;I invite you to read the epistles of Paul because there's a lot of doctrine,
y dijo que era perfecto, eso es lo que dijo el apóstol Pablo.;and he said he was perfect, that is what the Apostle Paul said.
Así que estamos perfeccionados en algo. Si, por ejemplo, yo era envidioso, ya no soy envidioso.;So we are perfected in something. If, for example, I was envious, I'm no longer envious anymore.
¿Qué significa eso? Ahora soy perfecto con respecto a ese asunto de envidia.;What does that mean? I'm now perfect in regards to that matter of envy.
No soy perfecta porque ya no soy envidioso, no siento envidia por nada ni por nadie,;I'm not perfect because I'm no longer envious, I feel no envy about anything or anyone,
así que soy perfecto en ese sentido. ¿Qué más puedo decir?;so I'm perfect in that sense. So what else can I say?
Dios me ha cambiado. Ahora tengo misericordia y amo a otras personas porque antes, quizás,;Well, God has changed me. I now have mercy and I love other people because before, perhaps,
No me gustaba la gente y no sería imparcial.;I didn't like people and I would not be impartial.
Estaba orgulloso y rebelde, pero ahora ya no soy así.;I was sort of proud and rebellious, but now I'm not that way anymore.
Ahora soy perfecto en esto. Ahora amo a todos. Ahora soy perfecto en este sentido porque tengo misericordia de todos.;I'm now perfect in this. I now love everyone. I'm now perfect in this regard because I have mercy of everyone.
Ya no estoy sesgada, así que ves lo que es la perfección. Si alguien bebe todos los días,;I'm not biased anymore, so you see what perfection is. Now, if someone would drink every day,
y después de emborracharse empezarían a causar un rufio;and after getting drunk they'd start to cause a ruckus
y se vuelven locos y empiezan a golpear a su familia, y ahora ya no hacen eso porque han dominado eso;and go crazy and start to hit their family, and now they no longer do that because they've dominated that
y se ha ido, ahora son perfectos en ese sentido, ya no beben.;and it's gone away, now they're perfect in that sense, they no longer drink.
Si alguien, tal vez, era muy furioso y corría;If someone, maybe perhaps, was very wrathful and would rant
y gritar y luchar y discutir con todos, y ahora no lo hacen, ya no hacen eso porque Dios los cambió,;and scream and fight and argue with everyone, and now they don't, no longer do that because God changed them,
¿Qué significa? Ahora son perfectos en ese sentido.;what does it mean? They're now perfect in that sense.
Y así alguien puede decir, bueno, ahora soy perfecto en muchos aspectos diferentes, pero me falta uno, me faltan dos,;And so someone can say, well, now I'm perfect in many different aspects, but I'm missing one, I'm missing two,
eso es todo. Así que te examinas a ti mismo, dices, bueno, todavía me enojo cuando alguien me dice algo,;that's it. So you examine yourself, you say, well, I still get angry when someone tells me something,
Me enfado, y tal vez tengo un poco de orgullo, hay algo de orgullo allí.;I get upset, and maybe I have a little bit of pride, there's some pride there.
Todavía estoy perdiendo eso. Para tener la perfección completa,;I still, I'm missing that. In order to have complete perfection,
Necesito cambiar muchas cosas diferentes, pero ya que estamos en este proceso de cambio,;I need to still change a lot of different things, but since we're in this process of change,
Voy a esperar a que Dios cambie mi vida mientras pasa el tiempo porque voy a pedirle que me ayude,;I'm going to wait for God to change my life as time goes by because I'm going to ask Him to help me,
y también intentaré hacer un esfuerzo para cambiarlo cuando no pueda, Dios me ayudará.;and I also will try and make an effort to change Him when I can't, God will help me.
Y tal vez otro dirá, bueno, yo era un mentiroso, yo hablaría mentiras.;And maybe another will say, well, I was a liar, I would speak lies.
Ahora mentir es también un espíritu que tal vez se aferra a una persona;Now lying is also a spirit that maybe clings onto a person
y los hace mentir y mentir, y así Dios los cambia, ya no son mentirosos.;and causes them to lie and lie and lie, and so God then change them, they're no longer a liar.
¿Qué puede decir esa persona? Bueno, soy perfecta en este aspecto de las mentiras porque ya no miento.;So what can that person say? Well, I'm perfect in this aspect of lies because I no longer lie.
Ahora soy perfecto en esto y en integridad. Dios había dicho que había algunos reyes,;I'm now perfect in this and in integrity. God had said there were some kings,
Dijo que habían sido perfectos o estaban rectos,;He said that they had been perfect or were upright,
pero habían sido perfectos en el sentido de que nunca eran idólatras,;but they had been perfect in the sense that they were never idolaters,
