Vamos a leer en el Salmo 45, donde el salmista, o el profeta que profetizaba este Salmo 45,;We are going to read in Psalm 45, where the psalmist, or the prophet who was prophesying this Psalm 45,
que es una canción. Es una canción que se refiere al Señor Jesucristo.;which is a song. It is a song that is referring to the Lord Jesus Christ.
Es el Salmo 455, una canción, una profecía de canciones. Se refiere al Señor Jesús como nuestro Rey,;It is Psalm 455, a song, a song prophecy. It refers to the Lord Jesus as our King,
y dice, por el honor y la gloria del Señor mi corazón está rebosando con un buen tema.;and says, for the honor and glory of the Lord my heart is overflowing with a good theme.
Recito mi composición sobre el Rey. Esto es dicho por el que profetizaba,;I recite my composition concerning the King. This is being said by the one who was prophesying,
en ese momento profetizaba estas palabras cantadas, y estas eran palabras, dice,;at that moment he was prophesying these sung words, and these were words, it says,
eran de los hijos de Kora, que eran profetas que Dios estaba usando para cantar a Dios en el templo.;were from the sons of Kora, who were prophets that God was using to sing to God in the temple.
Y fueron tomados por el Espíritu Santo y comenzaron a cantar, pero era una canción de profecía con melodía,;And they were taken by the Holy Spirit and began to sing, but it was a prophecy song with melody,
y en la profecía hablaron de Dios, hablaron de la iglesia, hablaron de la congregación,;and in the prophecy they spoke of God, they spoke of the church, they spoke of the congregation,
hablaron del Señor Jesucristo. Por eso es muy difícil para muchas personas entender o interpretar los Salmos,;they spoke of the Lord Jesus Christ. That's why it's very difficult for many people to understand or inter interpret the Psalms,
pero no para nosotros, porque el Señor ya nos ha enseñado. Y aquí estamos.;but not for us, because the Lord has already taught us. And here we are.
Dice que mi corazón está rebosando con un buen tema.;It says, my heart is overflowing with a good theme.
El que profetiza lo dice, recito mi composición sobre el rey.;The one who is prophesying is saying it, I recite my composition concerning the king.
Mi lengua es la pluma de un escritor listo, Implicando que en ese momento,;My tongue is the pen of a ready writer, Implying that at that moment,
Dios le estaba dando tantas palabras que tenía que escribir rápidamente para que ni una sola palabra de lo que Dios le estaba dando escapara.;God was giving him so many words that he had to write quickly so that not a single word of what God was giving him would escape.
En el versículo dos, profetiza al Señor Jesús. Dice que eres más justo que;In verse two, he is prophesying to the Lord Jesus. It says, you are fairer than
y los hijos de los hombres. La gracia es derramada sobre tus labios, por lo tanto Dios te ha bendecido para siempre.;and the sons of men. Grace is poured upon your lips, therefore God has blessed you forever.
Esa profecía fue para el Señor Jesucristo. G, tu espada sobre tu muslo, oh poderoso, con tu gloria;That prophecy was for the Lord Jesus Christ. G, your sword upon your thigh, oh mighty one, with your glory
y su majestad, allí lo alaba. Y en vuestra majestad, andad prosperando por la verdad, la humildad,;and your majesty, there he praises him. And in your majesty, ride prosperously because of truth, humility,
y justicia, y tu diestra te enseñará cosas impresionantes.;and righteousness, and your right hand shall teach you awesome things.
Todas eran palabras de alabanza para el rey Jesús. Tus flechas están afiladas en el corazón de los enemigos del rey,;All were words of praise for King Jesus. Your arrows are sharp in the heart of the king's enemies,
los pueblos caen bajo ti. Tu trono, oh Dios, es para siempre.;the peoples fall under you. Your throne, oh God, is forever.
Mil palabras para el Señor Jesucristo, y allí le está diciendo que él es Dios.;A thousand words for the Lord Jesus Christ, and there he is telling him that he is God.
Tu trono, oh Dios, es para siempre y para siempre. Un cetro de justicia es el cetro de tu reino.;Your throne, oh God, is forever and ever. A scepter of righteousness is the scepter of your kingdom.
Amas la justicia y odias la maldad, por lo tanto Dios tu Dios, que significa el Padre,;You love righteousness and hate wickedness, therefore God your God, meaning the Father,
os ha ungido con el aceite de alegría más que vuestros compañeros, hablando de los ángeles,;has anointed you with the oil of gladness more than your companions, speaking of the angels,
y también, sí, hablando de los ángeles, porque dice que Dios hizo los ángeles,;and also, yes, speaking of the Angels, because it says that God made the Angels,
pero el Señor Jesucristo en la carne era superior a los ángeles.;but the Lord Jesus Christ in the flesh was superior to the angels.
Y aquí dice, con el aceite de alegría más que tus compañeros, todas tus vestiduras son perfumadas con mirra;And it says here, with the oil of gladness more than your companions, all your garments are scented with myrrh
abajos y Casia, fuera de los palacios de marfil por los que te han hecho feliz.;and alows and Casia, out of the ivory palaces by which they have made you glad.
Las Hijas del Rey están entre sus honorables mujeres, a su derecha está la reina en oro de Ofir.;King's Daughters are among your your honorable women, at your right hand stands the queen in gold from Ofir.
La reina es la Iglesia del Señor. Las Hijas del Rey están entre sus honorables mujeres,;The queen is the Church of the Lord. King's Daughters are among your honorable women,
se dice que son los invitados que algún día estarán en la boda del Cordero.;it is said that they are the guests who will one day be at the wedding of the Lamb.
Versículo 10 dice: Escucha, oh hija, ¿a quién dice esto? A la iglesia.;Verse 10 says, Listen, oh daughter — to whom does he say this? To the church.
Escucha, oh hija, considera e inclina tu oído. Olvida a tu propia gente también,;Listen, oh daughter, consider and incline your ear. Forget your own people also,
y la casa de tu padre, así el rey deseará grandemente tu belleza.;and your father's house, so the king will greatly desire your beauty.
Gloria a Dios, la Iglesia del Señor Jesucristo, el Señor cuidará de embellecer Su iglesia.;Glory to God, the Church of the Lord Jesus Christ, the Lord will take care of beautifying His church.
Dice, inclínate ante él, porque él es tu Señor,;It says, bow down to him, for he is your Lord,
y la hija de Ti vendrá con un regalo,;and the daughter of Ty will come with a gift,
los ricos entre el pueblo buscarán su favor, una manera de alabar y glorificar a ese Rey.;the rich among the people will seek your favor — a way to praise and glorify that King.
Versículo 13 dice que la hija real es toda gloriosa dentro del palacio, su ropa está tejida con oro.;Verse 13 says, the Royal daughter is all glorious within the palace, her clothing is woven with gold.
Habla de la iglesia. Ella será llevada al rey con túnicas de muchos colores.;It speaks of the church. She shall be brought to the king in robes of many colors.
Las vírgenes, sus compañeras que la siguen, os serán llevadas con alegría;The virgins, her companions who follow her, shall be brought to you with gladness
y regocijo. Serán traídos, entrarán en el palacio del rey,;and rejoicing. They shall be brought, they shall enter the king's palace,
donde se dice que la Iglesia del Señor es la elegida, que el Señor la perfeccionará,;where it is said that the Church of the Lord is the chosen one, that the Lord will perfect it,
y que se celebre una boda y habrá invitados.;and that a wedding will be celebrated and there will be guests.
A eso se refiere, los compañeros. Dice que la hija del rey se vestirá,;That's what it refers to, the companions. It says that the daughter of the king will go dressed,
y que las vírgenes también irán tras ella, como las damas de honor,;and that the virgins will also go after her, like the bridesmaids,
el Señor para que los humanos podamos entender las maravillas;the Lord so that we humans can understand the wonders
y la grandeza de lo que tiene para su iglesia en el futuro.;and the greatness of what he has for his church in the future.
Es por eso que compara o ilustra con la vida real, para que podamos entender y admirar la grandeza;That's why he compares or illustrates with real life, so that we can understand and also admire the greatness
y belleza que Dios tiene para su iglesia. Entonces, en el versículo 16, dice:,;and beauty that God has for his church. Then, in verse 16, it says,
en lugar de tu padre serán tus hijos, a quienes harás príncipes en toda la tierra.;instead of your father shall be your sons, whom you shall make princes in all the Earth.
Y esto de hacer príncipes en toda la tierra: la tierra son bendiciones que Dios da a sus creyentes,;And this of making princes in all the Earth: earth are blessings that God gives to his believers,
a sus hijos, a los que hacen y cumplen la voluntad de Dios,;to his children, to those who do and fulfill the will of God,
los que cumplen los mandamientos del Señor. Entonces dice que los hace príncipes.;those who fulfill the commandments of the Lord. Then it says that he makes them princes.
Él los bendice en esta tierra, en esta vida, y con más razón después de esta vida también viene la bendición perpetua.;He blesses them in this earth, in this life, and with more reason after this life also comes the perpetual blessing.
Versículo 17 dice: Haré que tu nombre sea recordado en todas las generaciones,;Verse 17 says, I will make your name to be remembered in all generations,
así que el pueblo te alabará para siempre y para siempre. Las naciones tendrán que alabar el nombre del Señor,;therefore the people shall praise you forever and ever. The nations will have to praise the name of the Lord,
y glorificar es glorificar su nombre. Damos gracias a nuestro Dios.;and to glorify is to glorify his name. We give thanks to our God.
Muy bien, hermanos y hermanas, bien, hermanos y hermanas,;All right, brothers and sisters, all right, brothers and sisters,
no olvides este consejo: los enfermos, los enfermos, los enfermos,;do not forget this piece of advice: those who are sick, those who are ill,
algunos ya se sienten con discapacidades en este momento, pregunten a Dios, oren a Dios, porque Dios está allí escuchando,;some already feel with disabilities at this moment, ask God, pray to God, because God is there listening,
y si le preguntas con todo tu corazón, el Señor hará el milagro en tu vida.;and if you ask him with all your heart, the Lord will be performing the miracle in your life.
La vida, vamos a rezar. Bendito Dios, Santo Padre, Creador de los cielos;Life, we are going to be praying. Blessed God, Holy Father, Creator of the heavens
y la tierra, nuestro Dios Todopoderoso, nuestro Dios, Padre de nuestro Señor Jesucristo, nuestro Dios de Abraham, de Isaac,;and the earth, our almighty God, our God, Father of our Lord Jesus Christ, our God of Abraham, of Isaac,
de Jacob, anduviste con Moisés, nuestro Dios poderoso, que se manifestó haciendo milagros, señales,;of Jacob, you walked with Moses, our powerful God, who manifested yourself doing miracles, signs,
y maravillas, que tenían misericordia de todos. Dios Todopoderoso, estamos aquí ante ustedes, estamos en su presencia, Señor.;and wonders, who had mercy on all. Almighty God, we are here before you, we are in your presence, Lord.
Conoces nuestros corazones, pesas el corazón de cada uno.;You know our hearts, you are weighing the heart of each one.
Algunos tienen más confianza que otros, algunos esperanza, confianza, creen, otros son débiles,;Some have more confidence than others, some hope, trust, believe, some others are weak,
no tienen la fuerza para creer, para confiar.;they do not have the strength to believe, to trust.
Pero vuestra misericordia es tan grande, vuestra misericordia es tan grande, Señor, que estáis viendo, Señor,;But your mercy is so great, your mercy is so great, Lord, that you are seeing, Lord,
la necesidad de cada uno. Mira las enfermedades — diversas enfermedades, Señor, enfermedades físicas;the need of each one. Look at the diseases — various diseases, Lord, physical diseases
y enfermedades psíquicas también. Señor, extiende tu mano, con tu poderosa mano,;and psychic diseases also. Lord, extend your hand, with your powerful hand,
sobre cada persona que está enferma de cualquier edad, extiende tu mano curativa. Usted es, es nuestro médico divino también.;over each person who is sick of any age, extend your healing hand. You are, are our divine doctor also.
Señor, extiende tu mano, sana, libera y limpia.;Lord, extend your hand, may you heal, free, and cleanse us.
Además, quita, Señor, cualquier brujería, cualquier hechicería. Discúlpese, Señor, todo espíritu maligno,;Also, remove, Lord, any witchcraft, any sorceries. Rebuke, Lord, every evil spirit,
todo espíritu que venga a perturbar los sueños o el resto de tu gente,;every spirit that comes to disturb the dreams or the rest of your people,
espíritus inmundos que no permiten que la gente duerma, reprenda, Señor, todos esos espíritus.;unclean spirits that do not let people sleep, rebuke, Lord, all those spirits.
Dar tranquilidad, dar paz a cada uno, dar liberación, dar limpieza — purificación del alma, limpieza del espíritu.;Give tranquility, give peace to each one, give deliverance, give cleansing — cleansing of soul, cleansing of spirit.
Proporcione a cada uno, Señor, que puedan presentarse ante usted con sabiduría;Provide each one, Lord, that they can present themselves before you with wise
y entendió palabras, con razonamiento, para que oigáis la oración de cada uno, el clamor, su necesidad.;and understood words, with reasoning, so that you hear the prayer of each one, the cry, their need.
Mira sus enfermedades, mira sus enfermedades. Mira que algunos no pueden razonar porque hay espíritus malignos que están en su cabeza,;Look at their ailments, look at their diseases. Look that some cannot reason because there are evil spirits that are in their head,
en su cerebro, y no les dejan razonar con cordura.;in their brain, and they do not let them reason with sanity.
Señor, ten piedad, rompe las cadenas, rompe estos lazos de esclavitud del enemigo, destruye esta obra del diablo.;Lord, have mercy, break the chains, break these bonds of slavery of the enemy, destroy this work of the devil.
Señor, cada uno debe continuar rezando y alabando su nombre;Lord, each one must continue praying and praising your name
y seguir adelante. Cada uno, ayúdelos para que se apresuren, para que se esfuercen;and press on. Each one, help them so that they press on, so that they strive
y esforzarse y recibir sanidad, recibir liberación. Quitar, Señor, todas las trampas de los impíos, quitar los lazos;and strive and receive healing, receive deliverance. Remove, Lord, all the traps of the wicked, remove the bonds
y romper las cadenas — romper cadenas, cortar cualquier trampa.;and break the chains — break chains, cut down any traps.
Reprime al enemigo, porque eres el poder, eres el poder.;Rebuke the enemy, because you are power, you are power.
Alabado sea tu nombre, alabado sea tu nombre para siempre. Que las alabanzas sean para ti, Señor.;Praise be your name, praise be your name forever. May the praises be for you, Lord.
Extiende tu mano y reprende brujería, hechizos y maldiciones. Quita, Señor, las maldiciones, quita, Señor, toda maldición;Extend your hand and rebuke witchcraft, spells, and curses. Remove, Lord, the curses, remove, Lord, every curse
y toda brujería. Libre, limpio, Señor, romper las cadenas, cortar las trampas, eliminar obstáculos.;and all witchcraft. Free, cleanse, Lord, break the chains, cut the traps, remove impediments.
Señor, eres poderoso, Señor, eres poderoso, Señor, poderoso, Dios mío.;Lord, you are powerful, Lord, you are powerful, Lord — powerful, my God.
Bendito sea el Señor, las alabanzas y el honor para ti, la gloria para ti, mi Señor.;Blessed be the Lord, the praises and the honor for you, the glory for you, my Lord.
Eres grande y justo, tu amor es eterno. Señor, limpia, Señor, libre, quita, Señor, la dureza del corazón,;You are great and just, your love is everlasting. Lord, cleanse, Lord, free, remove, Lord, the hardness of heart,
eliminar la rebelión, eliminar la necedad, eliminar todo el mal contra la gente. Señor, quita todo el mal contra cada corazón, libres, limpian los corazones.;remove rebellion, remove foolishness, remove all evil against people. Lord, remove all evil against each heart, free, cleanse hearts.
Señor, limpia los corazones, rompe los lazos, Señor, y realiza curaciones. Ten piedad,;Lord, cleanse hearts, break bonds, Lord, and perform healings. Have mercy,
como me dijiste al principio que ibas a sanar, que ibas a limpiar;just as you told me in the beginning that you were going to heal, that you were going to cleanse
y libre, que ibas a poner en orden los pasos de cada uno. Estoy limpiando;and free, that you were going to set in order the steps of each one. I am cleansing
y la liberación. Siempre orando, que oren siempre, porque vienen bendiciones.;and freeing. Always praying, let them pray always, because blessings are coming.
Viene la paz, la tranquilidad, la liberación y la curación. Todo se logrará,;Peace, tranquility, deliverance, and healing are coming. Everything will be accomplished,
y ellos prosperarán. Ellos prosperarán porque habrá grandes bendiciones;and they will prosper. They will prosper because there will be great blessings
y triunfos y victorias en todo compromiso, para cada uno, se comprometerán a seguir mi camino.;and triumphs and victories in all commitment, for each one, they will commit to follow my path.
Gloriosa, mi Señor, gracias, Señor, gracias, Santo Padre, gracias, Dios eterno.;Glorious, my Lord, thank you, Lord, thank you, Holy Father, thank you, everlasting God.
Revive, Señor, con la presencia de tu Espíritu Santo, para que tus maravillosas obras sean vistas, mi Señor,;Revive, Lord, with the presence of your Holy Spirit, that your wonderful works may be seen, my Lord,
y que se comprometen a seguir su camino. Hija, los bendigo, los estoy purificando,;and that they commit to follow your path. Daughter, I am blessing them, I am purifying them,
y los estoy limpiando. Estoy dando mi poder;and I am cleansing them. I am giving of my power
y de mi Espíritu, y doy dones espirituales a muchos.;and of my Spirit, and I am giving spiritual gifts to many.
Yo también estoy liberando a muchos, y estoy quitando todos los lazos que el enemigo les ha puesto: idolatrias — todas aquellas ídolos que existen,;I am also freeing many, and I am removing all those bonds that the enemy has placed on them: idolatries — all those idolatries that exist,
algunos que tienen idolatría en su corazón, lo estoy arrancando, quitando esa idolatría del corazón;some who have idolatry in their heart, I am uprooting it, removing that idolatry from the heart
y destruyendo las obras de los impíos, porque se han comprometido conmigo, porque se han comprometido,;and destroying those works of the wicked, because commitment they have made with me, because they have committed themselves,
porque se comprometen a seguir mis caminos y hacer mi voluntad.;because they commit to following my ways and doing my will.
Por eso los estoy limpiando y liberando. Grandes bendiciones, grandes victorias, gran triunfo.;That's why I am cleansing and freeing them. Great blessings, great victories, great triumph.
Gracias, Señor, gracias, Señor, gracias, Santo Padre, gracias, Señor.;Thank you, Lord, thank you, Lord, thank you, Holy Father, thank you, Lord.
Gracias. Inserte aquí: coro en español, una capella. Gracias, Señor, gracias a nuestro Dios Todopoderoso,;Thank you. Insert here: chorus in Spanish, a capella. Thank you, Lord, thanks to our almighty God,
y damos gracias al Señor porque el Señor se ha comprometido a dar muchas bendiciones, sanaciones,;and we thank the Lord because the Lord has committed to giving many blessings, healings,
y liberación. Además, el Señor dice que muchos se han comprometido con el Señor para seguir su camino.;and deliverance. Also, the Lord says that many have committed to the Lord to follow his path.
Además, el Señor dice que ha estado liberando a muchas personas que tenían idolatría en sus corazones – mucha idolatría en sus corazones –;Also, the Lord says that he has been freeing many people who had idolatry in their hearts — a lot of idolatry in their hearts —
y que había quitado esa idolatría de sus corazones.;and that he had removed that idolatry from their hearts.
Aquellos que sufren de esto comprenderán, no pueden entender mucho acerca de lo que el Señor quiso decir,;Those who suffer from this will understand, they cannot understand much about what the Lord meant,
pero dijo que había quitado la idolatría de los corazones de algunos,;but he said that he had removed idolatry from the hearts of some,
y bendiciones del Señor, porque él dice que muchos se han comprometido a seguir, y yo voy a bendecirlos.;and blessings from the Lord, because he says many have committed to follow, and I am going to bless them.
Así que hay bendiciones. Sigue, no te desmayes, no te desmayes.;So, there are blessings. Keep going, do not faint, do not faint.
Hermanos, sé que este camino tiene muchos enemigos, nuestro enemigo que viene con obstáculos a nuestras vidas de una manera u otra,;Brothers, I know that this path has many enemies, our enemy who comes with stumbling blocks to our lives in one way or another,
pero seas valiente y firme. Sigue, sigue.;but you be courageous and stand firm. Keep, keep going.
Que mi Señor te bendiga, que Dios esté contigo,;May my Lord bless you, may God be with you,
y gracias. Y hasta la próxima vez, que el Señor te bendiga.;and thank you. And until next time, may the Lord bless you.
