Mi pregunta, hermana: está en el libro del profeta Isaías, capítulo 48, verso número 9, 10, 11.;My question, sister: it's in the book of the prophet Isaiah, chapter 48, verse number 9, 10, 11.
¿Puedo leer, hermana? Sí, sí, Isaías 48. Sí, señora, Isaías 48, verso 9,;Can I read, sister? Yes, yes, Isaiah 48. Yes, ma'am, Isaiah 48, verse 9,
y él lee: 'Por amor de mi nombre voy a aplazar mi ira,;and he reads, 'For my name's sake I will defer my anger,
y por mi alabanza te lo voy a contener, para que no te corte.;and for my praise I will restrain it from you, so that I do not cut you off.
He aquí, yo te he refinado, pero de plata te he probado en el horno de Aflicción, versículo 11,;Behold, I have refined you, but out of silver I have tested you in the furnace of Affliction, verse 11,
por mi propio bien, por mi propio bien lo haré, porque ¿cómo debería ser profanado mi nombre,;for my own sake, for my own sake I will do it, for how should my name be profaned,
y no daré mi gloria a otro. Mi pregunta es en el versículo 10.;and I will not give my glory to another.' My question is in verse 10.
Hemos aprendido de ustedes que el Señor es un fuego,;We have learned on the sermons were received from you that the Lord is a fire,
y es un fuego que se refina, que limpia. Pero mi pregunta: ¿qué significa el Señor en el versículo 10,;and he is a fire that refines, that cleanses. But my question: what does the Lord mean in verse 10,
¿Dónde dice, 'He aquí, te he refinado, pero no una palanca'?;where he says, 'Behold, I have refined you, but not a cver'?
¿Qué tipo de refinación significa el Señor en este versículo?;What kind of refining the Lord means in this verse?
Y también, cuando dice: "Te he probado en el horno de Aflicción,;And also, when he says, 'I have tested you in the furnace of Affliction,
¿Qué significa este horno de aflicción aquí? En Isaías profetizaba,;' what does the—what does this furnace of affliction mean here? In Isaiah, he was prophesying,
y aparentemente profetizando al pueblo físico de Israel que existía en ese tiempo.;and apparently prophesying to the physical people of Israel that existed in that time.
Profetizó a Jerusalén y a Jud, todas las áreas alrededor,;He prophesied to Jerusalem and to Jud, all of the areas around,
y los pecados que estaban cometiendo. Ellos habían fallado a Dios.;and the sins that they were committing. They had failed God.
Dios no pudo destruirlos porque había hecho una promesa a Abraham.;God could not destroy them because he had made a promise to Abraham.
Dios había jurado en sí mismo que iba a hacer de Abraham una gran nación,;God had sworn on himself that he was going to make of Abraham a great nation,
que él sería el padre de muchas naciones es lo que Dios le dijo a Abraham,;that he would be the father of many nations is what God told Abraham,
que él sería el padre de muchas naciones. Así que Dios era,;that he would be the father of many nations. So God was,
le hablaba de la Iglesia de Jesucristo,;was speaking to him about the Church of Jesus Christ,
pero Dios no iba a decirle a Abraham que porque él no habría comprendido.;but God was not going to tell Abraham that because he would not have understood.
Así que estaba hablando del pueblo, pero para formar al pueblo, gente espiritual,;So it was speaking of the people, but to form the people—spiritual people,
el pueblo de nuestro Señor Jesucristo — primero necesitaba haber formado a ese pueblo material físico de Israel.;the people of our Lord Jesus Christ—he first needed to have formed that physical material people of Israel.
Por eso formó el pueblo de Israel, especialmente Jerusalén, la capital de Judea.;So this is why he formed the people of Israel, especially Jerusalem, the capital of Judea.
Ellos eran quienes Dios puso sus ojos en bendecir para que el templo pudiera estar allí,;They were who God placed his sights on to bless so that the temple could be there,
y que el Palacio del Rey David también podría estar allí. Así que Dios les hablaría;and that the Palace of King David could also be there. So God would speak to them
y enviarles mensajes porque ellos eran los que estaban pecando;and send them messages because they were the ones who were sinning
y ofender a Dios. Así que Dios dijo: "Quiero destruirlos, son seres humanos,;and offending God. So God said, 'I want to destroy them, they're human beings,
Voy a destruirlos porque todos me fallaron. Pero el Señor vio la esencia.;I'm going to destroy them because they all failed me.' But the Lord saw the essence.
El Señor vio a su Remanente, vio el remanente, vio la Esencia oculta, algo que no era físico.;The Lord saw his Remnant, he saw the remnant, he saw the hidden Essence—something that was not physical.
Lo estaba viendo: su palabra y el juramento que hizo a Abraham.;He was seeing it: his word and the oath he made to Abraham.
Dios necesitaba continuar con su plan con el pueblo hasta que el Mesías vino,;God needed to continue with his plan with the people until the Messiah came,
para que Dios no pudiera destruirlos a causa de su pecado, no podía destruirlos completamente.;so God could not destroy them because of their sin, he could not completely destroy them.
Por eso vino Babilonia a destruir a Israel;So this is why when Babylon came to destroy Israel
y destruyeron el Templo de Salomón, se llevaron a Babilonia alrededor de 4, 000, 800 personas,;and they destroyed the Temple of Solomon, they took back to Babylon about 4, 000, 800 people,
y entre ellos, bueno, ellos eran el remanente que Dios permitió ser tomado como esclavos para que no pereciera,;and among them, well, they were the remnant that God allowed to be taken as slaves so that they did not perish,
porque Dios recordó su promesa y su juramento a Abraham, que en el futuro el Mesías, el Salvador,;because God remembered his promise and his oath to Abraham, that in the future the Messiah, the Savior,
vendría quien formaría su pueblo santo, y este sería el verdadero templo de Dios.;would come who would form his holy people, and this would be the true temple of God.
Así que este es el motivo por el que en el versículo n dice, 'Por amor de mi nombre voy a aplazar mi ira,;So this is why in verse number n he says, 'For my name's sake I will defer my my anger,
y por mis alabanzas te lo refrenaré;and for my praise I will restrain it from you.'
Eso es lo que dijo. Lo abstendré de ti para que no te corte;That's what he said. 'I will refrain it from you so that I do not cut you off.'
Ustedes, Remnant, iglesia: No quiero destruirlos.;You people, you Remnant, you church: I do not want to destroy you.
Necesitas continuar porque necesitas estar alrededor cuando aparezca Jesús, el Mesías, el Salvador.;You need to continue because you need to be around when Jesus, the Messiah, the Savior, appears.
Luego recogerá sus ovejas, las recogerá.;He will then gather his sheep, he will gather them.
Y así el Señor, cuando habló aquí en su profecía, hablaba de la iglesia,;And so the Lord, when he spoke here in his prophecy, he was speaking about the church,
estaba hablando de ese Remnant. Él no estaba hablando realmente de la gente física que estaba pecando,;he was speaking about that Remnant. He was not really speaking about the physical people who were sinning,
pero el Señor dijo: 'Bueno, yo los destruiré, eso será todo';but the Lord did say, 'Well, I will destroy them, that will be it.'
Pero no, el Señor dijo que el remanente necesita continuar, y así los protegeré.;But no, the Lord said the remnant needs to continue, and so I will protect them.
Y él, por eso los envió a ser esclavos en Babilonia,;And he—that's why he sent them to be as slaves in Babylon,
y sufrieron mucho en Babilonia, pero todavía los protegió.;and they did suffer a lot in Babylon, but he still protected them.
Y el resto, todos los demás, murieron y fueron destruidos,;And the rest, everyone else, they did die and were destroyed,
y todo fue destruido con él. Ahora, cuando vuelven a Jerusalén;and everything was destroyed with it. Now, when they return to Jerusalem
y ellos reconstruir el Templo, bueno, después de eso son 430 años que pasan,;and they rebuild the Temple, well, after that it's 430 years that pass,
y hay Imperios y reyes que gobiernan sobre los israelitas,;and there are Empires and and Kings who rule over the Israelites,
y ellos gobiernan sobre los judíos hasta que nuestro Señor Jesucristo aparezca.;and they rule over the Jews until our Lord Jesus Christ appears.
Cuando nuestro Señor Jesucristo aparece, llora al ver Jerusalén,;When our Lord Jesus Christ appears, he cries in seeing Jerusalem,
y él dice: 'Voy a reunirte como la gallina recoge sus polluelos.';and he says, 'I'm going to gather you as the hen picks up her her chicks.'
Y así el Señor vio esto, vio al pueblo;And so the Lord saw this, he saw the people
y los corazones de aquellos que iban a creer en él.;and the hearts of those who were going to believe in him.
