Quiero preguntarte por una curiosidad que tengo con respecto a lo que leo, la Biblia,;I want to ask you about a curiosity that I have regarding what I read, the Bible,
en el cual entiendo que, por la doctrina, sabemos que Dios, Padre, Hijo y Espíritu Santo, es una persona.;in which I understand that, by the doctrine, we know that God, Father, Son, and Holy Spirit, it's one person.
Por lo tanto, cuando leo, por ejemplo, en el evangelio, y veo que el Señor se apartó,;Therefore, when I read, for example, in the gospel, and I see that the Lord went aside,
dice que el Señor se apartó para orar al Padre.;it says that the Lord went aside to pray to the Father.
Entonces digo, sé que parece contradictorio. Lo intento, sí, hermana,;So then I say, I know it seems contradicting. I try, yes, sister,
y trato de explicarme eso a mí mismo, y entiendo que Jesús fue hecho hombre,;and I try to explain that to myself, and I understand that Jesus was made man,
y Dios vino aquí a la Tierra. Entonces me gustaría tanto que me dieras una explicación rápida,;and God came here to the Earth. So then I would like so much that you give me a quick explanation,
hermana, con el ingenio, es un gran misterio, un gran misterio.;sister, with the wi, that is a great mystery, a great mystery.
Y en la Biblia dice que Dios, dice que Dios tomó carne, se hizo hombre,;And in the Bible it says that God, it says God took flesh, made himself man,
se convirtió en un ser humano. Dios se hizo un ser humano, pero tenía que dar un nombre,;he made himself a human being. God made himself a human being, but he had to give a name,
un primer y último nombre, a la carne que tomó.;a first and last name, to the flesh he took on.
Así que nuestro Dios, en su poder —ahora digo, no era la totalidad de Dios,;So our God, in his power—now I say, it was not God's totality,
porque la totalidad de Dios cubre más que el universo. La totalidad de Dios es más grande que el universo.;because God's totality covers more than the universe. The totality of God is bigger than the universe.
Entonces, ¿quién podría encajar dentro de un ser humano si no sólo una parte, sólo una pequeña parte de Dios?;So who could fit inside of a human being if not just a portion, just a little part of God?
Dijo: "Me voy a convertir en un ser humano para caminar entre los hombres";He said, 'I'm going to become a human being to walk among men,'
y dice que estaba en el vientre de una mujer, de María,;and it says that he was in the womb of a woman, of Mary,
y un hombre nació. Y aquel hombre que nació, llamado Jesús, era la carne,;and a man was born. And that man that was born, named Jesus, was the flesh,
la carne que Dios tomó, y eso fue lo que nació de María: la carne que Dios tomó para convertirse en un ser humano.;the flesh that God took on, and that was what was born from Mary: the flesh God took on to become a human being.
Eso es lo que nació de María y creció;That is what was born to Mary and grew up
y fue llamado Jesús de Nazaret. Jesús de Nazaret, ese lado humano,;and was called Jesus of Nazareth. So Jesus of Nazareth, that human side,
es lo que él tomó para estar entre las personas, para hablar con ellos;is what he took on to be among people, to speak to them
y enseñarles acerca del reino de los cielos o la salvación.;and teach them about the kingdom of heaven or salvation.
Y así Dios siempre estaba allí con la carne que él tomó. Dios estaba allí,;And so God was always there with the flesh that he took on. God was there,
y por eso se dice que nuestro Señor Jesucristo es Dios,;and this is why it is said that our Lord Jesus Christ is God,
porque él era Dios caminando en carne y sangre, como un ser humano, Dios caminando.;because he was God walking in flesh and blood, like a human being, God walking.
Pero como este misterio y la grandeza de Dios, y dice que él trabaja como Padre, como Hijo,;But as this mystery and God's greatness, and he says that he works as Father, as Son,
y Espíritu Santo, este es un misterio muy grande, y él trabaja en estos tres roles,;and Holy Spirit, this is a very great mystery, and he works in these three roles,
pero es un Dios. Pero cada papel que Dios tiene tiene una manera diferente de trabajar,;but it is one God. But every role that God has has a different way of working,
así que Jesús de Nazaret trabajó como Dios lo quería, y el Espíritu Santo trabaja como Dios quiere que él,;so Jesus of Nazareth worked as God wanted him to, and the Holy Spirit works as God wants him to,
y nuestro Dios que es el Creador, bueno, él trabaja como quiera, pero todavía es uno.;and our God who is the Creator, well, he works however he wants, but it is still one.
Este es el gran misterio. Pero que Jesús de Nazaret habla de los apóstoles,;This is the great mystery. But that Jesus of Nazareth that the apostles speak of,
y que leemos acerca —y por eso dijo que iba a orar— fue porque el lado humano que él tomó en serio;and that we read about—and this is why he said he was going to pray—was because the human side he took on behaved
y vivía como un ser humano. No quería comportarse como Dios sino como un ser humano.;and lived like a human being. He did not want to behave as God but as a human being.
Dijo: "Quiero ser un ser humano para ver lo que sienten los seres humanos;He said, 'I want to be a human being to see what human beings feel
y puedo sentir eso y ser considerado de ellos;and I can feel that and be considerate of them
y ayudarles, porque debe ser difícil ser un ser humano;and help them, because it must be difficult to be a human being
y hacer muchas cosas. Así que me convertiré en un ser humano para ser compasivo;and do many things. So I will become a human being to be sympathetic
y bendecirlos, y estar allí entre ellos y estar encantados de esa manera;and bless them, and to be there among them and be delighted in that way.'
Y por eso, cuando el Señor oró, fue su carne la que oró,;And so this is why, when the Lord prayed, it was his flesh that prayed,
porque el diablo vendría a tentar su carne, ese ser humano Jesús de Nazaret, esa carne.;because the devil would come to tempt his flesh, that human being Jesus of Nazareth, that flesh.
El diablo vendría y colocaría tentaciones, trampas y desafíos.;The devil would come and place temptations and traps and challenges.
Por eso el diablo le dijo: "Si eres el Hijo de Dios,;This is why the devil said to him, 'If you are the Son of God,
¿por qué no vas al lugar más alto y saltas,;then why don't you go to the highest place and jump,
porque en los Salmos dice que los ángeles te ayudarán;because in Psalms it says that the angels will help you
y protegerte, nada te pasará, así que hazlo?;and protect you, nothing will happen to you, so then do it?
Y dijo: No tentarás al Señor tu Dios, es lo que el Señor le dijo.;' And he said, 'You shall not tempt the Lord your God,' is what the Lord said to him.
Recuerda: 'No tentarás al Señor tu Dios, sólo le adorarás,;Remember: 'You shall not tempt the Lord your God, you shall only worship him,
y sólo le servirás, porque era Dios en ese cuerpo de carne y sangre.;and you shall only serve him,' because it was God in that body of flesh and blood.
Pero ese cuerpo de carne y sangre es quien el diablo vendría;But that body of flesh and blood is who the devil would come
y venir y colocar trampas y tentaciones y criticar. Ese ser, una carne;and come and place traps and temptations and criticize. That being, a flesh
y sangre, es quien murió en la cruz del Calvario;and blood, is who died on the cross of Calvary
y fue sacrificado y derramado su sangre. Pero la divinidad es algo diferente: era Dios en él,;and was sacrificed and shed his blood. But the divinity is something different: it was God in him,
y eso continuaría, y continuó, cuando nuestro Señor Jesucristo estaba orando por sus discípulos.;and that would continue, and it did continue, when our Lord Jesus Christ was praying for his disciples.
Y él dice: "Padre" -ahora la persona que dice "Padre" era la carne;And he says, 'Father'—now the person saying 'Father' was the flesh
y sangre presente en la presencia de Dios, y dijo: Padre, Padre, quiero que bendigas a todos estos,;and blood present in the presence of God—and he said, 'Father, Father, I want you to bless all of these,
los apóstoles, que sean uno como tú y yo somos uno;the apostles, that they be one as you and I are one.'
Y eran uno. Era un Dios. Era Dios quien había tomado esa carne,;And they were one. It was one God. It was God who had taken that flesh,
y vivió como un hombre. Y los apóstoles, en sus epístolas,;and he lived as a man. And the apostles, in their epistles,
dice que nunca se comportó como Dios sino como un ser humano,;it says that he never behaved as God but as a human being,
